source,text
yahoo,"it's not going to be easy for you, but for your sake and hers, tell the boss.  end it now, before damage occurs that's impossible to repair.\\\\n\\\\nif she gets the idea that she can get away with these rants, there's no reason for her to stop.  the office MUST have a manager or someone who notices this, true?  i don't see how it could have gone unnoticed for this long.\\\\n\\\\nit's your job, and your sister.  quit talkuing to her about anything that's not job-related while at work.  if you like the job and pay, don't let her drive you away from it.  you have a right to be happy too, don't you think?"
llm,"it's not going to be easy for you, but for your sake and hers, tell the boss.  end it now, before damage occurs that's impossible to repair.\\\\n\\\\nif she gets the idea that she can get away with these rants, there's no reason for her to stop.  the office MUST have a manager or someone who notices this, true?  i don't see how it could have gone unnoticed for this long.\\\\n\\\\nit's your job, and your sister.  quit talkuing to her about anything that's not job-related while at work.  if you like the job and pay, don't let her drive you away from it.  you have a right to be happy too, don't you think?"
yahoo,"no, as long as the fundamentalist christians agreed not to try to vote to ban same-sex marriage, abortion, etc.\\\\n\\\\nand jaime and sissysmess, that's neither an original nor intelligent argument.  america's founders were also mostly racist, male slave-owners [could there be a connection there, perhaps?], but we've progressed as a society, trying to fight the racism, sexism, homophobia, and general religious bigotry so firmly entrenched in our society.\\\\n\\\\nwhat other disgusting traditions would you like to exhume?\\\\n\\\\ni, for one, am glad our society has changed."
llm,"no, as long as the fundamentalist christians agreed not to try to vote to ban same-sex marriage, abortion, etc.\\\\n\\\\nand jaime and sissysmess, that's neither an original nor intelligent argument.  america's founders were also mostly racist, male slave-owners [could there be a connection there, perhaps?], but we've progressed as a society, trying to fight the racism, sexism, homophobia, and general religious bigotry so firmly entrenched in our society.\\\\n\\\\nwhat other disgusting traditions would you like to exhume?\\\\n\\\\ni, for one, am glad our society has changed."
yahoo,"they need to grow up first, many people have childern and are not mentally able to care for them yet, has little to do with age it's a maturity thing."
llm,"they need to grow up first, many people have childern and are not mentally able to care for them yet, has little to do with age it's a maturity thing."
yahoo,Do your own homework! LOL
llm,Do your own homework! LOL
yahoo,bill clinton
llm,bill clinton
yahoo,"The boy's and girl's name Shiloh is pronounced SHY-loh. It is of Hebrew origin, and its meaning is ""His gift."" Biblical place name. Shiloh is also the site of a crucial battle in the American Civil War. Actor Brad Pitt and actress Angelina Jolie named their daughter Shiloh Nouvel Jolie-Pitt.\\\\n\\\\nShiloh has 3 variant forms: Shilo, Shylo and Shyloh.\\\\n\\\\nShiloh is a rather uncommon female first name, ranking 4105 out of 4275 for females of all ages in the 1990 U.S. Census. Shiloh is a common surname, ranking 54257 out of 88799 for people of all ages in the 1990 U.S. Census.\\\\n\\\\nAlso:\\\\n\\\\nShiloh (shī'lō) , town, central ancient Palestine, the modern Khirbet Seilun, the West Bank, NNE of Jerusalem. In biblical times it lay in the territory of Ephraim. The Hebrews were, apparently, the first to build extensively on the site. Shiloh was home to the priests Eli and Ahijah, boyhood home of Samuel, and the place where the Ark rested after the conquest of Canaan. It was the sanctuary and meeting place of the Levites until the Philistines captured the Ark of the Covenant. References to it in the Bible are numerous."
llm,"The boy's and girl's name Shiloh is pronounced SHY-loh. It is of Hebrew origin, and its meaning is ""His gift."" Biblical place name. Shiloh is also the site of a crucial battle in the American Civil War. Actor Brad Pitt and actress Angelina Jolie named their daughter Shiloh Nouvel Jolie-Pitt.\\\\n\\\\nShiloh has 3 variant forms: Shilo, Shylo and Shyloh.\\\\n\\\\nShiloh is a rather uncommon female first name, ranking 4105 out of 4275 for females of all ages in the 1990 U.S. Census. Shiloh is a common surname, ranking 54257 out of 88799 for people of all ages in the 1990 U.S. Census.\\\\n\\\\nAlso:\\\\n\\\\nShiloh (shī'lō) , town, central ancient Palestine, the modern Khirbet Seilun, the West Bank, NNE of Jerusalem. In biblical times it lay in the territory of Ephraim. The Hebrews were, apparently, the first to build extensively on the site. Shiloh was home to the priests Eli and Ahijah, boyhood home of Samuel, and the place where the Ark rested after the conquest of Canaan. It was the sanctuary and meeting place of the Levites until the Philistines captured the Ark of the Covenant. References to it in the Bible are numerous."
yahoo,Mohammed ....believe it our not this is not a matrimonial site...
llm,Mohammed ....believe it our not this is not a matrimonial site...
yahoo,"This site claims to have over 50,000 celebrity addresses of:\\\\nActors \\\\nActresses \\\\nSingers \\\\nMusic Groups \\\\nDirectors \\\\nModels \\\\nTV Shows \\\\nTV Presenters \\\\nTV Series \\\\nAgencies \\\\nNBA Teams \\\\nNFL Teams \\\\nMLB Teams \\\\nTennis Players \\\\nSoccer Teams"
llm,"This site claims to have over 50,000 celebrity addresses of:\\\\nActors \\\\nActresses \\\\nSingers \\\\nMusic Groups \\\\nDirectors \\\\nModels \\\\nTV Shows \\\\nTV Presenters \\\\nTV Series \\\\nAgencies \\\\nNBA Teams \\\\nNFL Teams \\\\nMLB Teams \\\\nTennis Players \\\\nSoccer Teams"
yahoo,"If you can afford it and you think it will actually help you prepare for your university entrance exam better than you can prepare on you own then I say it's worth a try. However, if it will be a burden to you then I say do the best you can on your own."
llm,"If you can afford it and you think it will actually help you prepare for your university entrance exam better than you can prepare on you own then I say it's worth a try. However, if it will be a burden to you then I say do the best you can on your own."
yahoo,how do you defend  your position that the US taxed the world??   thats absurd!!
